id,postal_code,area,city,province,aliases
184c363d-98d8-4873-b8c2-66dc024f1d50,7405,YSTERPLAAT AIR FORCE BASE,YSTERPLAAT,Western Cape,YSTERPLAAT LUGMAGBASIS|YSTERPLAAT AIR FORCE
