id,postal_code,area,city,province,aliases
61f4a02b-ad29-418d-8176-507dbd47e7d5,8130,LAMBERT'S BAY,LAMBERT'S BAY,Western Cape,LAMBERTSBAAI|LAMBERTS BAY
