id,postal_code,area,city,province,aliases
c033db0e-5132-435d-9b45-46d48e253589,8330,KIMBERLEY TSP,GALESHEWE,Northern Cape,KIMBERLEY DGD|KIMBERLEY LOKASIE|KIMBERLEY LOCATION
